GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,RNHE001,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017,RNHM001,GEOID10
"G53003300074002","2005-2009",,,"Washington","53","King County","033",,,"007400","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 74, King County, Washington",632,38,30,11,54,48,12,118,13,0,59,80,34,100,0,35,0,43462,"Block Group 2, Census Tract 74, King County, Washington",137,34,33,17,64,56,19,96,22,119,49,84,35,90,119,41,119,22191,"530330074002"
"G53003300074003","2005-2009",,,"Washington","53","King County","033",,,"007400","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 74, King County, Washington",625,28,0,13,19,15,34,32,46,43,64,85,158,47,0,0,41,65197,"Block Group 3, Census Tract 74, King County, Washington",141,32,119,21,31,25,39,37,74,69,50,69,105,36,119,119,54,20070,"530330074003"
"G53003300074004","2005-2009",,,"Washington","53","King County","033",,,"007400","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 74, King County, Washington",1281,153,134,75,63,16,129,45,133,69,132,102,61,132,37,0,0,40873,"Block Group 4, Census Tract 74, King County, Washington",186,83,83,77,52,26,74,42,111,86,81,62,69,95,40,119,119,6642,"530330074004"
"G53003300074005","2005-2009",,,"Washington","53","King County","033",,,"007400","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 74, King County, Washington",1026,163,47,58,175,116,85,32,14,16,63,109,60,46,0,14,28,26966,"Block Group 5, Census Tract 74, King County, Washington",195,87,43,48,134,68,55,37,21,24,68,85,50,43,119,23,31,4700,"530330074005"
"G53003300074006","2005-2009",,,"Washington","53","King County","033",,,"007400","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 74, King County, Washington",976,129,36,45,50,78,128,62,39,71,92,60,144,42,0,0,0,36170,"Block Group 6, Census Tract 74, King County, Washington",135,71,29,41,37,59,105,50,36,57,61,42,98,30,119,119,119,9157,"530330074006"
"G53003300074007","2005-2009",,,"Washington","53","King County","033",,,"007400","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 74, King County, Washington",1335,25,71,44,56,80,35,100,118,41,137,86,200,153,41,50,98,52413,"Block Group 7, Census Tract 74, King County, Washington",188,28,44,22,47,78,34,79,85,39,94,62,94,91,67,46,101,15347,"530330074007"
"G53003300075001","2005-2009",,,"Washington","53","King County","033",,,"007500","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 75, King County, Washington",911,69,13,66,64,66,12,36,73,53,62,75,187,20,51,43,21,50547,"Block Group 1, Census Tract 75, King County, Washington",124,43,21,45,68,71,19,34,57,42,43,53,118,31,58,42,31,11593,"530330075001"
"G53003300075002","2005-2009",,,"Washington","53","King County","033",,,"007500","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 75, King County, Washington",640,29,43,0,39,91,73,46,57,49,14,29,118,33,14,5,0,37446,"Block Group 2, Census Tract 75, King County, Washington",131,33,40,119,36,68,80,43,45,38,22,35,72,39,22,9,119,11207,"530330075002"
"G53003300075003","2005-2009",,,"Washington","53","King County","033",,,"007500","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 75, King County, Washington",1120,39,56,49,130,25,120,15,59,96,56,94,185,105,45,21,25,48849,"Block Group 3, Census Tract 75, King County, Washington",159,37,41,42,101,22,86,24,75,104,51,64,116,71,40,33,29,13048,"530330075003"
"G53003300075004","2005-2009",,,"Washington","53","King County","033",,,"007500","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 75, King County, Washington",599,62,12,40,75,14,31,13,92,0,84,18,57,83,0,0,18,43101,"Block Group 4, Census Tract 75, King County, Washington",136,68,20,29,59,21,36,20,81,119,94,28,63,53,119,119,26,8838,"530330075004"
"G53003300075005","2005-2009",,,"Washington","53","King County","033",,,"007500","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 75, King County, Washington",447,26,0,29,92,34,91,0,31,36,0,80,14,0,14,0,0,31168,"Block Group 5, Census Tract 75, King County, Washington",151,32,119,35,84,40,101,119,36,39,119,81,24,119,23,119,119,4847,"530330075005"
"G53003300076001","2005-2009",,,"Washington","53","King County","033",,,"007600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 76, King County, Washington",192,54,0,9,12,12,0,0,0,10,11,0,33,12,17,11,11,49750,"Block Group 1, Census Tract 76, King County, Washington",66,52,119,15,20,19,119,119,119,15,18,119,29,18,26,18,17,68680,"530330076001"
"G53003300076002","2005-2009",,,"Washington","53","King County","033",,,"007600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 76, King County, Washington",686,87,58,30,29,32,22,23,16,54,90,70,7,41,69,43,15,49630,"Block Group 2, Census Tract 76, King County, Washington",97,51,37,27,34,29,25,25,19,54,60,56,11,34,65,33,24,6965,"530330076002"
"G53003300076003","2005-2009",,,"Washington","53","King County","033",,,"007600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 76, King County, Washington",628,35,55,0,12,76,48,55,41,11,48,33,46,29,114,0,25,43182,"Block Group 3, Census Tract 76, King County, Washington",100,33,43,119,18,78,46,58,37,18,37,26,36,31,84,119,22,15603,"530330076003"
"G53003300076004","2005-2009",,,"Washington","53","King County","033",,,"007600","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 76, King County, Washington",434,9,33,22,32,0,30,26,11,44,32,31,68,51,12,22,11,52500,"Block Group 4, Census Tract 76, King County, Washington",70,16,32,25,24,119,27,28,18,37,28,29,46,39,20,24,17,12357,"530330076004"
"G53003300077001","2005-2009",,,"Washington","53","King County","033",,,"007700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 77, King County, Washington",214,0,0,23,0,16,0,0,55,0,36,0,23,0,14,35,12,51413,"Block Group 1, Census Tract 77, King County, Washington",79,119,119,38,119,25,119,119,48,119,43,119,26,119,23,49,21,38550,"530330077001"
"G53003300077002","2005-2009",,,"Washington","53","King County","033",,,"007700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 77, King County, Washington",209,21,0,0,0,0,47,0,0,12,0,11,64,27,0,0,27,85273,"Block Group 2, Census Tract 77, King County, Washington",93,34,119,119,119,119,63,119,119,19,119,17,54,32,119,119,29,38173,"530330077002"
"G53003300077003","2005-2009",,,"Washington","53","King County","033",,,"007700","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 77, King County, Washington",374,81,12,13,0,42,0,24,12,0,23,12,28,0,54,26,47,55326,"Block Group 3, Census Tract 77, King County, Washington",91,81,20,22,119,64,119,29,20,119,37,18,28,119,44,31,50,48962,"530330077003"
"G53003300077004","2005-2009",,,"Washington","53","King County","033",,,"007700","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 77, King County, Washington",786,76,67,48,39,51,26,0,51,84,41,15,107,49,30,67,35,47550,"Block Group 4, Census Tract 77, King County, Washington",123,77,77,54,37,52,30,119,35,56,66,24,60,43,33,69,39,8062,"530330077004"
"G53003300077005","2005-2009",,,"Washington","53","King County","033",,,"007700","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 77, King County, Washington",454,0,13,0,19,0,0,0,0,16,16,114,95,86,15,23,57,83036,"Block Group 5, Census Tract 77, King County, Washington",101,119,21,119,32,119,119,119,119,25,25,75,74,61,24,26,56,20286,"530330077005"
"G53003300078001","2005-2009",,,"Washington","53","King County","033",,,"007800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 78, King County, Washington",278,0,0,0,0,0,0,0,0,0,0,0,18,13,0,60,187,202034,"Block Group 1, Census Tract 78, King County, Washington",93,119,119,119,119,119,119,119,119,119,119,119,28,21,119,61,87,89882,"530330078001"
"G53003300078002","2005-2009",,,"Washington","53","King County","033",,,"007800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 78, King County, Washington",289,0,10,11,0,13,0,23,11,12,26,0,27,24,24,37,71,104896,"Block Group 2, Census Tract 78, King County, Washington",55,119,18,18,119,22,119,26,18,20,30,119,32,28,19,39,41,45440,"530330078002"
"G53003300078003","2005-2009",,,"Washington","53","King County","033",,,"007800","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 78, King County, Washington",221,11,0,13,0,0,0,16,0,36,0,13,13,0,39,29,51,128512,"Block Group 3, Census Tract 78, King County, Washington",61,18,119,21,119,119,119,25,119,33,119,21,20,119,42,33,34,83084,"530330078003"
"G53003300078004","2005-2009",,,"Washington","53","King County","033",,,"007800","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 78, King County, Washington",382,0,13,10,0,22,0,0,25,12,16,56,20,11,32,80,85,126154,"Block Group 4, Census Tract 78, King County, Washington",71,119,21,17,119,25,119,119,29,21,25,67,23,19,36,65,50,68551,"530330078004"
"G53003300078005","2005-2009",,,"Washington","53","King County","033",,,"007800","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 78, King County, Washington",396,13,0,0,0,54,23,39,0,12,12,58,29,23,26,15,92,64744,"Block Group 5, Census Tract 78, King County, Washington",132,21,119,119,119,64,26,63,119,20,19,60,24,34,21,24,74,48515,"530330078005"
"G53003300078006","2005-2009",,,"Washington","53","King County","033",,,"007800","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 78, King County, Washington",270,25,0,0,0,0,0,0,0,14,13,46,47,59,12,11,43,99324,"Block Group 6, Census Tract 78, King County, Washington",62,28,119,119,119,119,119,119,119,22,21,43,52,40,20,19,40,17105,"530330078006"
"G53003300078007","2005-2009",,,"Washington","53","King County","033",,,"007800","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 78, King County, Washington",237,0,11,12,11,0,0,0,19,0,0,11,30,11,13,51,68,160060,"Block Group 7, Census Tract 78, King County, Washington",61,119,17,19,17,119,119,119,30,119,119,19,34,17,20,45,43,76701,"530330078007"
"G53003300079001","2005-2009",,,"Washington","53","King County","033",,,"007900","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 79, King County, Washington",398,40,0,19,0,15,10,45,0,0,65,13,80,59,40,0,12,68462,"Block Group 1, Census Tract 79, King County, Washington",87,40,119,30,119,24,16,58,119,119,38,21,54,46,38,119,21,30460,"530330079001"
"G53003300079002","2005-2009",,,"Washington","53","King County","033",,,"007900","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 79, King County, Washington",485,11,34,0,94,9,12,0,50,33,45,54,66,15,10,32,20,47462,"Block Group 2, Census Tract 79, King County, Washington",152,18,28,119,96,19,27,119,79,49,65,65,59,25,21,31,26,21387,"530330079002"
"G53003300079003","2005-2009",,,"Washington","53","King County","033",,,"007900","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 79, King County, Washington",392,26,49,20,22,0,41,0,0,54,26,74,37,0,25,0,18,48947,"Block Group 3, Census Tract 79, King County, Washington",102,30,37,35,35,119,65,119,119,42,27,72,44,119,28,119,29,16318,"530330079003"
"G53003300079004","2005-2009",,,"Washington","53","King County","033",,,"007900","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 79, King County, Washington",712,88,83,39,90,47,62,32,50,11,123,22,0,36,11,0,18,31250,"Block Group 4, Census Tract 79, King County, Washington",120,54,65,47,90,46,74,51,46,18,63,25,119,55,18,119,28,8075,"530330079004"
"G53003300079005","2005-2009",,,"Washington","53","King County","033",,,"007900","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 79, King County, Washington",842,63,59,92,13,55,55,46,0,40,50,45,181,108,0,11,24,49875,"Block Group 5, Census Tract 79, King County, Washington",207,45,47,56,23,69,55,43,119,61,41,35,191,90,119,18,28,29310,"530330079005"
"G53003300080011","2005-2009",,,"Washington","53","King County","033",,,"008001","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 80.01, King County, Washington",614,16,0,49,60,25,28,88,27,21,44,73,71,18,0,80,14,46667,"Block Group 1, Census Tract 80.01, King County, Washington",138,28,119,48,73,42,22,90,33,34,54,64,58,21,119,83,23,22289,"530330080011"
"G53003300080012","2005-2009",,,"Washington","53","King County","033",,,"008001","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 80.01, King County, Washington",1318,142,101,72,10,81,69,0,36,13,119,124,155,156,99,89,52,61481,"Block Group 2, Census Tract 80.01, King County, Washington",195,87,80,83,16,94,88,119,40,19,95,60,92,79,81,80,47,12564,"530330080012"
"G53003300080013","2005-2009",,,"Washington","53","King County","033",,,"008001","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 80.01, King County, Washington",1904,140,66,12,88,28,78,66,71,65,75,246,245,176,144,210,194,75867,"Block Group 3, Census Tract 80.01, King County, Washington",219,83,70,18,68,32,54,49,75,81,83,121,94,81,63,111,110,11521,"530330080013"
"G53003300080021","2005-2009",,,"Washington","53","King County","033",,,"008002","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 80.02, King County, Washington",1084,255,203,20,157,33,31,0,75,9,15,0,33,115,0,31,107,21860,"Block Group 1, Census Tract 80.02, King County, Washington",174,99,112,31,103,36,36,119,98,16,24,119,38,110,119,36,60,5079,"530330080021"
"G53003300080022","2005-2009",,,"Washington","53","King County","033",,,"008002","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 80.02, King County, Washington",1144,226,97,18,11,0,74,44,72,33,41,73,293,51,34,20,57,49773,"Block Group 2, Census Tract 80.02, King County, Washington",171,123,59,29,19,119,79,71,74,38,45,99,139,2,41,32,44,38485,"530330080022"
"G53003300081001","2005-2009",,,"Washington","53","King County","033",,,"008100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 81, King County, Washington",1762,275,111,116,73,34,111,42,20,17,58,129,172,147,125,11,321,61395,"Block Group 1, Census Tract 81, King County, Washington",199,105,78,64,55,52,93,53,30,25,47,70,100,71,82,17,127,19891,"530330081001"
"G53003300081002","2005-2009",,,"Washington","53","King County","033",,,"008100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 81, King County, Washington",690,343,117,33,0,12,27,0,17,0,0,36,14,9,0,0,82,10122,"Block Group 2, Census Tract 81, King County, Washington",221,215,80,53,119,19,43,119,29,119,119,54,23,16,119,119,55,6882,"530330081002"
"G53003300082001","2005-2009",,,"Washington","53","King County","033",,,"008200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 82, King County, Washington",324,16,17,30,30,15,15,51,42,16,0,0,46,46,0,0,0,36912,"Block Group 1, Census Tract 82, King County, Washington",98,26,28,35,34,25,24,83,67,26,119,119,40,75,119,119,119,11147,"530330082001"
"G53003300082002","2005-2009",,,"Washington","53","King County","033",,,"008200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 82, King County, Washington",498,130,0,30,29,29,43,45,11,0,63,81,13,0,0,24,0,32348,"Block Group 2, Census Tract 82, King County, Washington",140,103,119,49,33,35,41,51,19,119,63,70,21,119,119,39,119,16800,"530330082002"
"G53003300082003","2005-2009",,,"Washington","53","King County","033",,,"008200","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 82, King County, Washington",1115,139,98,17,172,46,94,28,24,98,15,101,119,37,36,35,56,34315,"Block Group 3, Census Tract 82, King County, Washington",185,62,73,28,126,46,67,32,27,55,23,58,60,41,42,39,45,12472,"530330082003"
"G53003300083001","2005-2009",,,"Washington","53","King County","033",,,"008300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 83, King County, Washington",480,209,52,0,0,12,83,0,0,0,24,25,34,31,0,10,0,13750,"Block Group 1, Census Tract 83, King County, Washington",151,115,35,119,119,18,97,119,119,119,29,29,42,37,119,16,119,21650,"530330083001"
"G53003300083002","2005-2009",,,"Washington","53","King County","033",,,"008300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 83, King County, Washington",989,45,42,115,23,73,30,22,17,19,53,163,110,134,60,21,62,66547,"Block Group 2, Census Tract 83, King County, Washington",181,39,66,61,27,77,32,26,27,23,58,113,68,107,44,30,56,11414,"530330083002"
"G53003300083003","2005-2009",,,"Washington","53","King County","033",,,"008300","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 83, King County, Washington",263,21,0,0,26,84,14,0,0,0,28,9,53,0,0,28,0,32589,"Block Group 3, Census Tract 83, King County, Washington",85,25,119,119,30,35,22,119,119,119,36,15,52,119,119,37,119,38066,"530330083003"
"G53003300084001","2005-2009",,,"Washington","53","King County","033",,,"008400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 84, King County, Washington",2587,340,154,227,125,219,178,140,150,83,232,196,159,42,101,175,66,38252,"Block Group 1, Census Tract 84, King County, Washington",161,138,64,131,102,117,97,94,79,73,119,99,79,45,79,119,58,7889,"530330084001"
"G53003300084002","2005-2009",,,"Washington","53","King County","033",,,"008400","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 84, King County, Washington",511,60,8,36,16,68,40,47,10,33,34,26,15,59,12,0,47,37218,"Block Group 2, Census Tract 84, King County, Washington",115,57,16,59,25,71,37,55,16,38,28,31,23,68,21,119,33,16714,"530330084002"
"G53003300085001","2005-2009",,,"Washington","53","King County","033",,,"008500","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 85, King County, Washington",646,73,34,90,79,41,41,54,18,0,77,30,76,24,9,0,0,30366,"Block Group 1, Census Tract 85, King County, Washington",102,59,38,53,59,45,49,54,21,119,58,38,50,40,14,119,119,11142,"530330085001"
"G53003300085002","2005-2009",,,"Washington","53","King County","033",,,"008500","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 85, King County, Washington",511,77,104,93,73,12,14,0,17,37,36,0,13,27,0,0,8,19375,"Block Group 2, Census Tract 85, King County, Washington",100,56,46,62,45,19,17,119,21,29,28,119,21,39,119,119,15,2156,"530330085002"
"G53003300085003","2005-2009",,,"Washington","53","King County","033",,,"008500","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 85, King County, Washington",294,181,74,7,0,9,23,0,0,0,0,0,0,0,0,0,0,9115,"Block Group 3, Census Tract 85, King County, Washington",83,81,45,12,119,14,29,119,119,119,119,119,119,119,119,119,119,1806,"530330085003"
"G53003300086001","2005-2009",,,"Washington","53","King County","033",,,"008600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 86, King County, Washington",665,149,28,12,29,36,34,11,98,38,23,89,54,29,35,0,0,41373,"Block Group 1, Census Tract 86, King County, Washington",112,58,35,18,34,45,42,18,73,35,19,65,49,28,30,119,119,6769,"530330086001"
"G53003300086002","2005-2009",,,"Washington","53","King County","033",,,"008600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 86, King County, Washington",464,86,42,69,17,10,26,34,16,19,32,0,69,34,10,0,0,33269,"Block Group 2, Census Tract 86, King County, Washington",104,68,28,56,19,15,34,29,18,21,38,119,53,32,16,119,119,18411,"530330086002"
"G53003300086003","2005-2009",,,"Washington","53","King County","033",,,"008600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 86, King County, Washington",451,140,18,54,36,14,26,23,0,20,59,19,0,35,0,0,7,23438,"Block Group 3, Census Tract 86, King County, Washington",100,79,22,38,43,22,28,38,119,30,62,30,119,42,119,119,11,12172,"530330086003"
"G53003300087001","2005-2009",,,"Washington","53","King County","033",,,"008700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 87, King County, Washington",380,34,35,48,32,0,0,50,30,30,6,38,33,10,34,0,0,37050,"Block Group 1, Census Tract 87, King County, Washington",106,34,55,44,46,119,119,47,48,43,13,46,37,18,47,119,119,9259,"530330087001"
